symbol	alias
MAP4K4	FLH21957
MAP4K5	KHS1
MAP4K5	GCKR
MAP4K5	KHS
MAP6	KIAA1878
MAP6	STOP
MAP6	FLJ41346
MAP6	MAP6-N
MAP6D1	FLJ12748
MAP6D1	SL21
MAP7	E-MAP-115
MAP7D1	FLJ10350
MAP7D1	FLJ39022
MAP7D1	PARCC1
MAP7D1	RPRC1
MAP7D2	FLJ14503
MAP7D3	FLJ12649
MAP9	ASAP
MAP9	FLJ21159
MAP10	MTR120
MAP10	KIAA1383
MAPDA	ADAL
MAPK1	ERK
MAPK1	ERK2
MAPK1	p41mapk
MAPK1	MAPK2
MAPK1	PRKM2
MAPK1	PRKM1
MAPK1IP1L	C14orf32
MAPK3	ERK1
MAPK3	p44mapk
MAPK3	p44erk1
MAPK3	ERK-1
MAPK3	PRKM3
MAPK4	Erk3-related
MAPK4	Erk4
MAPK4	PRKM4
MAPK6	ERK3
MAPK6	p97MAPK
MAPK6	HsT17250
MAPK6	PRKM6
MAPK7	BMK1
MAPK7	ERK5
MAPK7	PRKM7
MAPK8	JNK
MAPK8	JNK1
MAPK8	SAPK1
MAPK8	PRKM8
MAPK8IP1	IB1
MAPK8IP1	JIP-1
MAPK8IP1	JIP1
MAPK8IP1	PRKM8IP
MAPK8IP2	IB2
MAPK8IP2	JIP2
MAPK8IP2	PRKM8IPL
MAPK8IP3	KIAA1066
MAPK8IP3	JSAP1
MAPK8IP3	JIP3
MAPK8IP3	syd
MAPK9	JNK2
MAPK9	p54a
MAPK9	SAPK
MAPK9	PRKM9
MAPK10	JNK3
MAPK10	p493F12
MAPK10	p54bSAPK
MAPK10	PRKM10
MAPK11	p38-2
MAPK11	p38Beta
MAPK11	SAPK2
MAPK11	PRKM11
MAPK12	ERK6
MAPK12	PRKM12
MAPK12	p38gamma
MAPK12	SAPK-3
MAPK12	SAPK3
MAPK13	SAPK4
MAPK13	p38delta
MAPK13	PRKM13
MAPK14	p38alpha
MAPK14	PRKM14
MAPK14	p38
MAPK14	Mxi2
MAPK14	PRKM15
MAPK14	CSPB1
MAPK14	CSBP1
MAPK14	CSBP2
MAPK15	ERK8
MAPK15	ERK7
MAPKAP1	MGC2745
MAPKAP1	SIN1
MAPKAP1	MIP1
MAPKAPK2	MK2
MAPKAPK3	3pK
MAPKAPK3	MAPKAP3
MAPKAPK3	3PK
MAPKAPK3	MK-3
MAPKAPK3	MK3
MAPKAPK5	PRAK
MAPKAPK5	MK5
MAPKBP1	KIAA0596
MAPKBP1	NPHP20
MAPRE1	EB1
MAPRE2	RP1
MAPRE2	EB1
MAPRE2	EB2
MAPRE3	RP3
MAPRE3	EB3
MAPT	MTBT1
MAPT	tau
MAPT	PPND
MAPT	FTDP-17
MAPT	TAU
MAPT	MSTD
MAPT	MTBT2
MAPT	FLJ31424
MAPT	MGC138549
MAPT	PPP1R103
MAPT	tau-40
MAPT	Tau-PHF6
MAPT	DDPAC
MAPT	MAPTL
MARCHF1	FLJ20668
MARCHF1	MARCH-I
MARCHF1	RNF171
MARCHF1	MARCH1
MARCHF2	HSPC240
MARCHF2	MARCH-II
MARCHF2	RNF172
MARCHF2	MARCH2
MARCHF3	MGC48332
MARCHF3	MARCH-III
MARCHF3	RNF173
MARCHF3	MARCH3
MARCHF4	KIAA1399
MARCHF4	MARCH-IV
MARCHF4	RNF174
MARCHF4	MARCH4
MARCHF5	FLJ20445
MARCHF5	MARCH-V
MARCHF5	MITOL
MARCHF5	RNF153
MARCHF5	MARCH5
MARCHF6	TEB4
MARCHF6	MARCH-VI
MARCHF6	RNF176
MARCHF6	MARCH6
MARCHF7	MARCH-VII
MARCHF7	RNF177
MARCHF7	AXOT
MARCHF7	MARCH7
MARCHF8	c-MIR
MARCHF8	CMIR
MARCHF8	MARCH-VIII
MARCHF8	RNF178
MARCHF8	MIR
MARCHF8	MARCH8
MARCHF9	RNF179
MARCHF9	FLJ36578
MARCHF9	MARCH9
MARCHF10	FLJ35757
MARCHF10	MARCH-X
MARCHF10	RNF190
MARCHF10	MARCH10
MARCHF11	MARCH-XI
MARCHF11	RNF226
MARCHF11	MARCH11
MARCKS	PKCSL
MARCKS	80K-L
MARCKS	MACS
MARCKSL1	F52
MARCKSL1	MacMARCKS
MARCKSL1	MLP1
MARCKSL1	MLP
MARCO	SCARA2
MARCO	SR-A6
MARF1	LKAP
MARF1	PPP1R34
MARF1	LMKB
MARF1	KIAA0430
MARK1	MARK
MARK1	PAR-1C
MARK2	PAR-1
MARK2	Par1b
MARK2	PAR-1B
MARK2	EMK1
MARK3	CTAK1
MARK3	KP78
MARK3	PAR-1A
MARK4	Nbla00650
MARK4	FLJ90097
MARK4	KIAA1860
MARK4	PAR-1D
MARK4	MARKL1
MARS1	MetRS
MARS1	SPG70
MARS1	CMT2U
MARS1	MARS
MARS2	mtMetRS
MARS2	SPAX3
MARVELD1	MGC4415
MARVELD1	GB14
MARVELD1	FLJ23440
MARVELD1	FLJ22343
MARVELD1	bA548K23.8
MARVELD1	MRVLDC1
MARVELD2	FLJ30532
MARVELD2	TRIC
MARVELD2	MRVLDC2
MARVELD2	DFNB49
MARVELD3	MRVLDC3
MAS1L	MAS-L
MAS1L	MRG
MAS1L	dJ994E9.2
MASP1	MASP
MASP1	Map44
MASP1	MASP-3
MASP1	MAP-1
MASP1	CRARF
MASP1	PRSS5
MASP2	Map19
MASP2	sMAP
MASP2	MAP-2
MASP2	MASP1P1
MAST1	SAST
MAST1	KIAA0973
MAST2	MAST205
MAST2	KIAA0807
MAST3	KIAA0561
MAST4	KIAA0303
MASTL	FLJ14813
MASTL	THC2
MASTL	Gwl
MAT1A	MAT
MAT1A	SAMS
MAT1A	MATA1
MAT1A	SAMS1
MAT1A	MAT-I/III
MAT2A	SAMS2
MAT2A	MATA2
MAT2A	MATII
MAT2A	MAT-II
MAT2B	MATIIbeta
MAT2B	SDR23E1
MATCAP1	LOC653319
MATCAP1	TMCP1
MATCAP1	KIAA0895L
MATCAP2	TMCP2
MATCAP2	KIAA0895
MATK	HYLTK
MATK	CTK
MATK	HYL
MATK	Lsk
MATK	CHK
MATK	HHYLTK
MATK	DKFZp434N1212
MATK	MGC1708
MATK	MGC2101
MATN1	CRTM
MATN1	CMP
MATN3	EDM5
MATN3	HOA
MATR3	KIAA0723
MATR3	MGC9105
MATR3	VCPDM
MATR3	MPD2
MAU2	MGC75361
MAU2	mau-2
MAU2	MAU2L
MAU2	SCC4
MAU2	KIAA0892
MAVS	VISA
MAVS	KIAA1271
MAVS	IPS-1
MAVS	Cardif
MAX	bHLHd4
MAX	bHLHd5
MAX	bHLHd6
MAX	bHLHd7
MAX	bHLHd8
MAZ	ZF87
MAZ	Pur-1
MAZ	Zif87
MAZ	ZNF801
MB	PVALB
MB21D2	D2A
MB21D2	C3orf59
MBD1	PCM1
MBD1	CXXC3
MBD3L1	MBD3L
MBD4	MED1
MBD5	FLJ11113
MBD5	KIAA1461
MBD6	KIAA1887
MBL2	COLEC1
MBL2	MBP-C
MBL2	MBP1
MBL2	MBP
MBL2	MBL
MBLAC1	MGC49416
MBLAC2	DKFZp686P15118
MBLAC2	MGC46734
MBNL1	KIAA0428
MBNL1	EXP42
MBNL1	EXP40
MBNL1	EXP35
MBNL1	EXP
MBNL1	MBNL
MBNL2	MBLL
MBNL2	MBLL39
MBNL3	CHCR
MBNL3	FLJ11316
MBNL3	MBLX39
MBNL3	MBXL
MBOAT1	MGC44669
MBOAT1	dJ434O11.1
MBOAT1	LPEAT1
MBOAT1	LPLAT14
MBOAT1	OACT1
MBOAT2	FLJ14415
MBOAT2	FLJ90298
MBOAT2	LPLAT13
MBOAT2	OACT2
MBOAT4	FKSG89
MBOAT4	GOAT
MBOAT4	OACT4
MBOAT7	BB1
MBOAT7	hMBOA-7
MBOAT7	LPLAT
MBOAT7	LPIAT1
MBOAT7	LPLAT11
MBOAT7	LENG4
MBTD1	SA49P01
MBTD1	FLJ20055
MBTPS1	S1P
MBTPS1	KIAA0091
MBTPS1	SKI-1
MBTPS1	PCSK8
MBTPS2	S2P
MBTPS2	KFSD
MC1R	MSH-R
MC2R	ACTHR
MC3R	MC3
MCAM	MUC18
MCAM	CD146
MCAM	MelCAM
MCAM	METCAM
MCAM	HEMCAM
MCAT	MT
MCAT	MCT
MCAT	fabD
MCAT	FASN2C
MCAT	NET62
MCAT	MCT1
MCCC1	MCCA
MCCC1	MCCCα
MCCC2	MCCB
MCCC2	MCCCβ
MCEE	GLOD2
MCEE	MCE
MCEE	MMCE
MCEMP1	MGC132456
MCEMP1	C19orf59
MCF2	DBL
MCF2	ARHGEF21
MCF2L	KIAA0362
MCF2L	DBS
MCF2L	OST
MCF2L	ARHGEF14
MCF2L2	KIAA0861
MCF2L2	ARHGEF22
MCFD2	F5F8D
MCFD2	LMAN1IP
MCFD2	SDNSF
MCHR1	SLC1
MCHR1	MCH1R
MCHR1	GPR24
MCHR2	SLT
MCHR2	MCH2
MCHR2	MCH2R
MCHR2	GPR145
MCIDAS	MCI
MCIDAS	IDAS
MCIDAS	MCIN
MCL1	BCL2L3
MCL1	Mcl-1
MCM2	D3S3194
MCM2	KIAA0030
MCM2	BM28
MCM2	cdc19
MCM2	DFNA70
MCM2	CCNL1
MCM2	CDCL1
MCM3AP	Map80
MCM3AP	KIAA0572
MCM3AP	GANP
MCM3AP	SAC3
MCM4	CDC54
MCM4	hCdc21
MCM4	P1-Cdc21
MCM4	MGC33310
MCM4	CDC21
MCM5	CDC46
MCM6	Mis5
MCM7	CDC47
MCM7	PPP1R104
MCM7	MCM2
MCM8	MGC4816
MCM8	MGC12866
MCM8	MGC119522
MCM8	MGC119523
MCM8	dJ967N21.5
MCM8	REC
MCM8	C20orf154
MCM9	MGC35304
MCM9	dJ329L24.3
MCM9	FLJ20170
MCM9	MCMDC1
MCM9	C6orf61
MCM10	PRO2249
MCM10	CNA43
MCM10	DNA43
MCMBP	FLJ13081
MCMBP	MCM-BP
MCMBP	C10orf119
MCMDC2	FLJ25692
MCMDC2	C8orf45
MCOLN1	TRPML1
MCOLN1	ML4
MCOLN1	MLIV
MCOLN1	MST080
MCOLN1	MSTP080
MCOLN1	TRPM-L1
MCOLN2	TRPML2
MCOLN2	FLJ36691
MCOLN2	TRP-ML2
MCOLN3	TRPML3
MCOLN3	FLJ11006
MCOLN3	TRP-ML3
MCPH1	FLJ12847
MCPH1	BRIT1
MCRIP1	GRAN2
MCRIP1	MCRIP
MCRIP1	FAM195B
MCRIP2	MGC15416
MCRIP2	C16orf14
MCRIP2	FAM195A
MCRS1	ICP22BP
MCRS1	MSP58
MCRS1	P78
MCRS1	MCRS2
MCRS1	INO80Q
MCTP1	FLJ22344
MCTP2	FLJ11175
MCTP2	FLJ33303
MCTS1	MCT-1
MCTS2	psiMCT-1
MCTS2	MCTS2P
MCU	FLJ46135
MCU	C10orf42
MCU	CCDC109A
MCUB	FLJ20647
MCUB	CCDC109B
MCUR1	FLJ20958
MCUR1	C6orf79
MCUR1	CCDC90A
MDC1	NFBD1
MDC1	KIAA0170
MDC1	Em:AB023051.5
MDFI	I-mfa
MDFIC	HIC
MDFIC	MDFIC1
MDGA1	GPIM
MDGA1	MAMDC3
MDGA2	MAMDC1
MDH1B	FLJ25341
MDH1B	RP11-95H11
MDK	MK
MDK	FLJ27379
MDK	NEGF2
MDM2	HDM2
MDM2	MGC5370
MDM4	MDMX
MDM4	HDMX
MDN1	KIAA0301
MDN1	Rea1
MDP1	MGC5987
MDP1	FN6Pase
MEA1	MEA
MEAF6	NY-SAR-91
MEAF6	FLJ11730
MEAF6	Eaf6
MEAF6	CENP-28
MEAF6	C1orf149
MEAK7	mEAK-7
MEAK7	KIAA1609
MEAK7	TLDC1
MECOM	MDS1-EVI1
MECOM	PRDM3
MECOM	KMT8E
MECOM	MDS1
MECOM	EVI1
MECP2	RTT
MECP2	MRX16
MECP2	MRX79
MECR	CGI-63
MECR	NRBF1
MECR	FASN2B
MECR	ETR1
MED1	PBP
MED1	TRAP220
MED1	RB18A
MED1	DRIP230
MED1	CRSP200
MED1	CRSP1
MED1	TRIP2
MED1	PPARGBP
MED1	PPARBP
MED4	HSPC126
MED4	DRIP36
MED4	TRAP36
MED4	VDRIP
MED6	NY-REN-28
MED7	CRSP33
MED7	CRSP9
MED8	MGC17544
MED8	MGC19641
MED8	ARC32
MED9	FLJ10193
MED9	MED25
MED10	TRG20
MED10	L6
MED10	MGC5309
MED10	NUT2
MED11	HSPC296
MED11	MGC88387
MED12	CAGH45
MED12	HOPA
MED12	OPA1
MED12	TRAP230
MED12	KIAA0192
MED12	OKS
MED12	ARC240
MED12	Kto
MED12	TNRC11
MED12	FGS1
MED12L	KIAA1635
MED12L	TNRC11L
MED12L	TRALPUSH
MED12L	TRALP
MED13	KIAA0593
MED13	TRAP240
MED13	THRAP1
MED13L	KIAA1025
MED13L	TRAP240L
MED13L	THRAP2
MED14	EXLM1
MED14	CRSP150
MED14	TRAP170
MED14	RGR1
MED14	CSRP
MED14	CXorf4
MED14	CRSP2
MED14OS	MED14-AS1
MED15	TIG-1
MED15	CAG7A
MED15	Arc105
MED15	TNRC7
MED15	PCQAP
MED16	DRIP92
MED16	TRAP95
MED16	THRAP5
MED17	CRSP77
MED17	TRAP80
MED17	DRIP80
MED17	SRB4
MED17	CRSP6
MED18	FLJ20045
MED18	p28b
MED18	SRB5
MED19	LCMR1
MED20	DKFZp586D2223
MED20	PRO0213
MED20	SRB2
MED20	TRFP
MED21	SRB7
MED21	SURB7
MED22	Med24
MED22	SRB6
MED22	SURF5
MED23	CRSP130
MED23	DRIP130
MED23	Sur2
MED23	CRSP3
MED23	MRT18
MED24	TRAP100
MED24	KIAA0130
MED24	DRIP100
MED24	CRSP100
MED24	MED5
MED24	THRAP4
MED24	CRSP4
MED25	ARC92
MED25	ACID1
MED25	TCBAP0758
MED25	DKFZp434K0512
MED26	CRSP70
MED26	CRSP7
MED27	TRAP37
MED27	CRSP34
MED27	MED3
MED27	CRSP8
MED28	EG1
MED28	DKFZP434N185
MED28	magicin
MED29	DKFZp434H247
MED29	MED2
MED29	IXL
MED30	TRAP25
MED30	THRAP6
MED31	CGI-125
MED31	Soh1
MEDAG	FLJ14834
MEDAG	AWMS3
MEDAG	MEDA-4
MEDAG	C13orf33
MEF2A	RSRFC4
MEF2A	RSRFC9
MEF2B	RSRFR2
MEFV	FMF
MEFV	TRIM20
MEFV	MEF
MEGF6	EGFL3
MEGF8	SBP1
MEGF8	FLJ22365
MEGF8	EGFL4
MEGF8	C19orf49
MEGF9	EGFL5
MEGF10	KIAA1780
MEGF10	SR-F3
MEGF11	KIAA1781
MEGF11	DKFZp434L121
MEI1	MGC40042
MEI1	SPATA38
MEIG1	bA2K17.3
MEIG1	SPATA39
MEIKIN	SPO13
MEIOB	MGC35212
MEIOB	C16orf73
MEIOC	FLJ35848
MEIOC	C17orf104
MEIOSIN	HMGDC
MEIOSIN	BHMG1
MEIS2	MRG1
MEIS2	HsT18361
MEIS3	MRG2
MEIS3	DKFZp547H236
MELK	KIAA0175
MELTF	CD228
MELTF	FLJ38863
MELTF	MAP97
MELTF	MGC4856
MELTF	MTF1
MELTF	MTf
MELTF	MFI2
MEMO1	CGI-27
MEMO1	MEMO
MEMO1	C2orf4
MEOX1	MOX1
MEOX2	MOX2
MEOX2	GAX
MEP1A	PPHA
MEPCE	FLJ20257
MEPCE	BCDIN3
MERTK	mer
MERTK	RP38
MERTK	c-Eyk
MERTK	Tyro12
MESD	KIAA0081
MESD	BOCA
MESD	MESDC2
MESP1	MGC10676
MESP1	bHLHc5
MESP2	SCDO2
MESP2	bHLHc6
MEST	PEG1
MET	HGFR
MET	RCCP2
MET	DFNB97
METAP1	KIAA0094
METAP1	MetAP1A
METAP1	MAP1A
METAP1D	MAP1D
METAP1D	Metap1l
METAP2	MNPEP
METAP2	p67
METAP2	MAP2
METRN	MGC2601
METRN	C16orf23
METTL1	TRM8
METTL1	TRMT8
METTL1	C12orf1
METTL2A	FLJ12760
METTL2A	METTL2
METTL2B	METL
METTL2B	FLJ11350
METTL2B	METTL2
METTL3	Spo8
METTL3	M6A
METTL3	MT-A70
METTL4	FLJ23017
METTL4	HsT661
METTL5	HSPC133
METTL6	MGC24132
METTL8	FLJ13984
METTL8	TIP
METTL9	DREV1
METTL13	CGI-01
METTL13	FEAT
METTL13	KIAA0859
METTL13	DFNM1
METTL13	EEF1AKNMT
METTL14	KIAA1627
METTL15	FLJ33979
METTL15	METT5D1
METTL16	MGC3329
METTL16	METT10D
METTL17	FLJ20859
METTL17	METT11D1
METTL18	MGC9084
METTL18	AsTP2
METTL18	HPM1
METTL18	C1orf156
METTL21A	LOC151194
METTL21A	HCA557b
METTL21A	HSPA-KMT
METTL21A	FAM119A
METTL21C	LOC196541
METTL21C	C13orf39
METTL22	FLJ12433
METTL22	MGC2654
METTL22	C16orf68
METTL23	LOC124512
METTL23	C17orf95
METTL24	dJ71D21.2
METTL24	C6orf186
METTL25	FLJ22789
METTL25	C12orf26
METTL25B	CGI-41
METTL25B	C1orf66
METTL25B	RRNAD1
METTL26	MGC13114
METTL26	C16orf13
METTL27	WBSCR27
MEX3A	RNF162
MEX3A	RKHD4
MEX3B	DKFZp434J0617
MEX3B	RNF195
MEX3B	RKHD3
MEX3C	FLJ38871
MEX3C	RNF194
MEX3C	RKHD2
MEX3D	Tino
MEX3D	KIAA2031
MEX3D	OK/SW-cl.4
MEX3D	RNF193
MEX3D	RKHD1
MFAP1	AMP
MFAP2	MAGP
MFAP2	MAGP-1
MFAP3L	KIAA0626
MFAP3L	NYD-sp9
MFAP5	MAGP2
MFAP5	MP25
MFF	GL004
MFF	C2orf33
MFGE8	SED1
MFGE8	EDIL1
MFGE8	BA46
MFGE8	OAcGD3S
MFGE8	HsT19888
MFGE8	MFG-E8
MFGE8	hP47
MFGE8	SPAG10
MFHAS1	MASL1
MFHAS1	LRRC65
MFN1	FLJ20693
MFN2	CPRP1
MFN2	KIAA0214
MFN2	MARF
MFN2	CMT2A2
MFRP	FLJ30570
MFRP	rd6
MFRP	NNO2
MFRP	C1QTNF5
MFSD1	Minerva
MFSD1	SLC72A1
MFSD1	FLJ14153
MFSD1	UG0581B09
MFSD2A	FLJ14490
MFSD2A	SLC59A1
MFSD2A	MFSD2
MFSD2B	SLC59A2
MFSD6	SLC73A1
MFSD6	FLJ20160
MFSD6L	SLC73A2
MFSD6L	FLJ35773
MFSD8	SLC74A1
MFSD8	MGC33302
MFSD8	CLN7
MFSD11	FLJ22196
MFSD11	FLJ20226
MFSD12	MGC20700
MFSD12	PP3501
MFSD12	SLC59B1
MFSD12	C19orf28
MGA	KIAA0518
MGA	MAD5
MGA	MXD5
MGA	FLJ12634
MGAM	MGA
MGARP	OSAP
MGARP	CESP-1
MGARP	HUMMR
MGARP	C4orf49
MGAT1	GNT-1
MGAT1	GLCNAC-TI
MGAT1	GnTI
MGAT1	MGAT
MGAT1	GLYT1
MGAT2	GNT-II
MGAT3	GNT-III
MGAT4A	GnT-Iva
MGAT4A	GnT-4a
MGAT4B	GnT-Ivb
MGAT4C	HGNT-IV-H
MGAT4D	GnT1IP
MGAT5	GNT-V
MGAT5	MGAT5A
MGAT5B	GnT-IX
MGAT5B	FLJ25132
MGAT5B	GnT-VB
MGLL	HU-K5
MGLL	MGL
MGLL	MAGL
MGME1	bA504H3.4
MGME1	DDK1
MGME1	C20orf72
MGRN1	KIAA0544
MGRN1	RNF156
MGST1	MGST-I
MGST1	PMAN
MGST1	GST12
MGST2	MGST-II
MGST3	GST-III
MIA	CD-RAP
MIA	MIA1
MIA2	FLJ22404
MIA2	TALI
MIA2	MEA6
MIA2	cTAGE-5A
MIA2	cTAGE-5B
MIA2	cTAGE-5C
MIA2	cTAGE-5D
MIA2	MGEA11
MIA2	CTAGE5
MIA2	MGEA
MIA2	MGEA6
MIA3	UNQ6077
MIA3	FLJ39207
MIA3	KIAA0268
MIA3	TANGO
MIA3	TANGO1
MIB1	DIP-1
MIB1	MIB
MIB1	KIAA1323
MIB1	ZZANK2
MIB1	ZZZ6
MIB2	skeletrophin
MIB2	ZZZ5
MIB2	FLJ39787
MIB2	ZZANK1
MICA	PERB11.1
MICAL1	MICAL
MICAL1	FLJ11937
MICAL1	DKFZp434B1517
MICAL1	FLJ21739
MICAL1	NICAL
MICAL2	KIAA0750
MICAL2	FLJ14966
MICAL2	MICALCL
MICAL3	KIAA0819
MICALL1	MIRAB13
MICALL1	KIAA1668
MICALL1	MICAL-L1
MICALL2	MGC46023
MICALL2	FLJ23471
MICALL2	MICAL-L2
MICALL2	JRAB
MICB	PERB11.2
MICOS10	RP5-1056L3.2
MICOS10	FLJ36999
MICOS10	MIO10
MICOS10	Mic10
MICOS10	C1orf151
MICOS10	MINOS1
MICOS13	QIL1
MICOS13	P117
MICOS13	MIC13
MICOS13	MIC12
MICOS13	C19orf70
MICU1	CALC
MICU1	EFHA3
MICU1	FLJ12684
MICU1	CBARA1
MICU2	EFHA1
MICU3	DKFZp313A0139
MICU3	EFHA2
MID1	OS
MID1	FXY
MID1	TRIM18
MID1	RNF59
MID1IP1	STRAIT11499
MID1IP1	FLJ10386
MID1IP1	MIG12
MID1IP1	THRSPL
MID1IP1	G12-like
MID2	FXY2
MID2	TRIM1
MID2	RNF60
MID2	MRX101
MIDEAS	LSR68
MIDEAS	C14orf117
MIDEAS	C14orf43
MIDEAS	ELMSAN1
MIDN	Stx
MIEF1	FLJ20232
MIEF1	MiD51
MIEF1	L0R8F8
MIEF1	D3A
MIEF1	SMCR7L
MIEF2	MGC23130
MIEF2	MiD49
MIEF2	D3B
MIEF2	SMCR7
MIEN1	MGC14832
MIEN1	ORB3
MIEN1	XTP4
MIEN1	C35
MIEN1	Rdx12
MIEN1	C17orf37
MIER1	hMI-ER1
MIER1	MI-ER1
MIER1	KIAA1610
MIER2	KIAA1193
MIER3	FLJ35954
MIER3	DKFZp686L09111
MIER3	DKFZp781I1119
MIF	GIF
MIF	GLIF
MIF4GD	AD023
MIF4GD	MGC45027
MIF4GD	SLIP1
MIF4GD	MIFD
MIGA1	FLJ35093
MIGA1	FAM73A
MIGA2	FLJ14596
MIGA2	FLJ00199
MIGA2	C9orf54
MIGA2	FAM73B
MIIP	FLJ12438
MIIP	IIp45
MILR1	Allergin-1
MILR1	MCA-32
MILR1	C17orf60
MIMS1	MGC24180
MIMS1	HsT2329
MIMS1	C18orf19
MIMS1	FAM210A
MIMS2	dJ1167H4.1
MIMS2	DKFZP434A1114
MIMS2	C20orf108
MIMS2	FAM210B
MINAR1	UBTOR
MINAR1	KIAA1024
MINAR2	KIAA1024L
MINDY1	FLJ11280
MINDY1	MINDY-1
MINDY1	FAM63A
MINDY2	KIAA1164
MINDY2	FAM63B
MINDY3	FLJ13397
MINDY3	CARP
MINDY3	my042
MINDY3	DERP5
MINDY3	C10orf97
MINDY3	FAM188A
MINDY4	FLJ22374
MINDY4	C7orf67
MINDY4	FAM188B
MINDY4B	C3orf76
MINDY4B	FAM188B2
MINK1	B55
MINK1	MINK
MINK1	ZC3
MINK1	MAP4K6
MINK1	YSK2
MINPP1	MIPP
MIOS	FLJ20323
MIOS	MIO
MIOS	Sea4
MIOS	Yulink
MIOX	ALDRL6
MIP	MP26
MIP	LIM1
MIP	AQP0
MIPEP	MIP
MIPOL1	CCDC193
MIS12	MGC2488
MIS12	hMIS12
MIS12	KNTC2AP
MIS12	MTW1
MIS18A	B28
MIS18A	FASP1
MIS18A	hMis18alpha
MIS18A	C21orf46
MIS18A	C21orf45
MIS18BP1	M18BP1
MIS18BP1	FLJ11186
MIS18BP1	KIAA1903
MIS18BP1	KNL2
MIS18BP1	C14orf106
MISFA	Kastor
MISFA	Polluks
MISFA	TSCL1
MISFA	SPTY2D1-AS1
MISFA	SPTY2D1OS
MISO1	MISO
MISO1	FLJ31139
MISO1	AC3-33
MISO1	C3orf33
MISP	DKFZp686H18209
MISP	Caprice
MISP	MISP1
MISP	C19orf21
MITD1	LOC129531
MITF	MI
MITF	bHLHe32
MITF	WS2A
MITF	WS2
MIX23	FLJ33273
MIX23	CCDC58
MIXL1	MILD1
MIXL1	MIXL
MKI67	MIB-1
MKI67	PPP1R105
MKI67	Ki-67
MKKS	BBS6
MKLN1	TWA2
MKNK1	MNK1
MKNK2	MNK2
MKNK2	GPRK7
MKRN1	RNF61
MKRN2	RNF62
MKRN2	HSPC070
MKRN2OS	MKRN2-AS1
MKRN2OS	C3orf83
MKRN3	RNF63
MKRN3	ZFP127
MKRN3	MGC88288
MKRN3	ZNF127
MKRN3	D15S9
MKS1	FLJ20345
MKS1	POC12
MKS1	BBS13
MKS1	MKS
MKX	MGC39616
MKX	C10orf48
MKX	IRXL1
MLANA	MART1
MLANA	MART-1
MLC1	MLC
MLC1	KIAA0027
MLC1	LVM
MLC1	VL
MLDHR	MP31
MLDHR	PTENURF
MLEC	KIAA0152
MLF2	NTN4
MLH1	HNPCC
MLH1	FCC2
MLH1	HNPCC2
MLH1	MLH-1
MLH1	COCA2
MLIP	MGC18257
MLIP	CIP
MLIP	C6orf142
MLKL	FLJ34389
MLLT1	ENL
MLLT1	LTG19
MLLT1	YEATS1
MLLT3	AF-9
MLLT3	AF9
MLLT3	YEATS3
MLLT6	AF17
MLLT6	FLJ23480
MLLT10	AF10
MLLT11	AF1Q
MLNR	GPR38
MLPH	l1Rk3
MLPH	l(1)-3Rk
MLPH	Slac-2a
MLPH	ln
MLPH	exophilin-3
MLPH	SLAC2-A
MLST8	Lst8
MLST8	Pop3
MLST8	GBL
MLST8	GbetaL
MLX	MAD7
MLX	MXD7
MLX	bHLHd13
MLX	TCFL4
MLXIP	MONDOA
MLXIP	KIAA0867
MLXIP	MIR
MLXIP	bHLHe36
MLXIPL	WS-bHLH
MLXIPL	MIO
MLXIPL	CHREBP
MLXIPL	MONDOB
MLXIPL	bHLHd14
MLXIPL	WBSCR14
MLYCD	MCD
MLYCD	hMCD
MMAA	cblA
MMAB	cblB
MMAB	CFAP23
MMACHC	DKFZP564I122
MMACHC	cblC
MMADHC	CL25022
MMADHC	cblD
MMADHC	C2orf25
MMD	MMA
MMD	PAQR11
MMD2	PAQR10
MME	CALLA
MME	CD10
MME	NEP
MMEL1	SEP
MMEL1	NL1
MMEL1	NL2
MMEL1	NEPII
MMEL1	MMEL2
MMGT1	EMC5
MMGT1	TMEM32
MMP1	CLG
MMP2	MMP-2
MMP2	TBE-1
MMP2	CLG4
MMP2	CLG4A
MMP3	STMY1
MMP3	STMY
MMP7	PUMP-1
MMP7	MPSL1
MMP8	CLG1
MMP9	CLG4B
MMP10	STMY2
MMP11	STMY3
MMP12	HME
MMP13	CLG3
MMP14	MT1-MMP
MMP15	MT2-MMP
MMP15	MTMMP2
MMP15	SMCP-2
MMP16	MT3-MMP
MMP16	DKFZp761D112
MMP16	C8orf57
MMP17	MT4-MMP
MMP19	RASI-1
MMP19	MMP18
MMP23B	MIFR
MMP23B	MIFR-1
MMP23B	MMP22
MMP24	MT5-MMP
MMP24OS	MMP24-AS1
MMP25	MT6-MMP
MMP25	MMPL1
MMP25	MMP20
MMP26	endometase
MMP26	MGC126590
MMP26	MGC126592
MMP28	MMP-25
MMP28	MM28
MMP28	EPILYSIN
MMP28	MMP-28
MMRN1	ECM
MMRN1	EMILIN4
MMRN1	GPIa*
MMRN1	MMRN
MMRN2	EndoGlyx-1
MMRN2	FLJ13465
MMRN2	EMILIN3
MMS19	MET18
MMS19	hMMS19
MMS19	CIAO4
MMS19	MMS19L
MMS22L	dJ39B17.2
MMS22L	C6orf167
MMUT	MCM
MMUT	MUT
MN1	MGCR1-PEN
MN1	MGCR1
MN1	MGCR
MNAT1	MAT1
MNAT1	RNF66
MND1	GAJ
MNDA	PYHIN3
